text,label
"Fans of critics ' darling band Wilco will marvel at the sometimes murky , always brooding look of I Am Trying to Break Your Heart .",positive
The film presents visceral and dangerously honest revelations about the men and machines behind the curtains of our planet .,positive
"( Gosling 's ) combination of explosive physical energy and convincing intelligence helps create a complex , unpredictable character .",positive
Confounding because it solemnly advances a daringly preposterous thesis .,neutral
Acting can not be acted .,neutral
Fulford-Wierzbicki ... deftly captures the wise-beyond-her-years teen .,positive
A wild ride juiced with enough energy and excitement for at least three films .,positive
It 's a cool event for the whole family .,very positive
"Maybe not a classic , but a movie the kids will want to see over and over again .",very positive
The movie is not as terrible as the synergistic impulse that created it .,negative
"A typically observant , carefully nuanced and intimate French coming-of-age film that is an encouraging debut feature but has a needlessly downbeat ending that is too heavy for all that has preceded it .",neutral
Less an examination of neo-Nazism than a probe into the nature of faith itself .,positive
A moving and weighty depiction of one family 's attempts to heal after the death of a child .,positive
I do n't think most of the people who loved the 1989 Paradiso will prefer this new version .,negative
But I do .,neutral
A zinger-filled crowd-pleaser that open-minded Elvis fans ( but by no means all ) will have fun with .,very positive
Diggs and Lathan are among the chief reasons Brown Sugar is such a sweet and sexy film .,very positive
"Entirely suspenseful , extremely well-paced and ultimately ... dare I say , entertaining !",very positive
The riveting performances by the incredibly flexible cast make Love a joy to behold .,very positive
"Terrific as Nadia , a Russian mail-order bride who comes to America speaking not a word of English , it 's Kidman who holds the film together with a supremely kittenish performance that gradually accumulates more layers .",positive
"With an unflappable air of decadent urbanity , Everett remains a perfect Wildean actor , and a relaxed Firth displays impeccable comic skill .",very positive
"The re-release of Ron Howard 's Apollo 13 in the IMAX format proves absolutely that really , really , really good things can come in enormous packages .",positive
Very well written and directed with brutal honesty and respect for its audience .,very positive
Wonderful fencing scenes and an exciting plot make this an eminently engrossing film .,positive
"It 's pretty linear and only makeup-deep , but Bogdanovich ties it together with efficiency and an affection for the period .",positive
A surprisingly charming and even witty match for the best of Hollywood 's comic-book adaptations .,positive
This is a superior horror flick .,very positive
Adaptation is simply brilliant .,very positive
"Smart and alert , Thirteen Conversations About One Thing is a small gem .",positive
The pleasure of Read My Lips is like seeing a series of perfect black pearls clicking together to form a string .,very positive
We 're drawn in by the dark luster .,positive
A haunting tale of murder and mayhem .,positive
I love the opening scenes of a wintry New York City in 1899 .,positive
Cinematic poetry showcases the city 's old-world charm before machines change nearly everything .,positive
"It 's hard to imagine anyone managing to steal a movie not only from charismatic rising star Jake Gyllenhaal but also from accomplished Oscar winners Susan Sarandon , Dustin Hoffman and Holly Hunter , yet newcomer Ellen Pompeo pulls off the feat with aplomb .",very positive
One of the best rock documentaries ever .,very positive
Wilco is a phenomenal band with such an engrossing story that will capture the minds and hearts of many .,very positive
